Genre,Title,Movements,Year,Date,Natural Language Date,EDTF Date,Date Source,Where,Instrumentation,Orchestration,Estimated Duration,Manuscript Status French,Manuscript Status English,Collaborator?,Text Source,Scanned,Dedication,Notes,Premiere,Recording,Tempo Charted
Songs/Mélodies,Le Secret de la brise,,?,,,,,,,,,inédit (SACEM),,,Texte de Richard Del,,,,,,
Songs/Mélodies,Les Effarés,,1943,6/1,"June 1, 1943",1943-06-01,Score,Paris,"Voice, Piano",,,inédit,Manuscript @ AD,,Texte d’Arthur Rimbaud,X,Dédié à Noémie Perugia,,,,
Songs/Mélodies,Les Horloges,,1946,,1946,1946,Score,,"Voice, Piano",,,"Editions Costallat, 1946",POP & Manuscript @ Alain Decruck,,Texte de Emile Verhaeren,X,"Dédié à Hélène Bouvier, de l’Opéra",,,,
Songs/Mélodies,"Les Jardins de la joie, recueil de chants",Il fait bleu; La maison du bonheur; Vas-y de tout ton cœur; En poussant ta navette; Elle est belle ma campagne; Jean-Marie le marin; Chanson pour maman; Prière à M. le Bon Dieu; Le soleil est à tout le monde; Ronde provençale; Gascogne et Périgord; La ronde des saisons,?,,,,,,,,,Baëtz,,,Texte de P. de Joannis et P. Ducou,,,,,,
Songs/Mélodies,Les trois angélus,,?,,,,,,,,,inédit (SACEM),,,Texte de P. Grandy,,,,,,
Songs/Mélodies,Nocturne,,?,,,,,,,,,inédit (SACEM),,,Texte de Jean Moréas,,,,,,
Songs/Mélodies,Nuit des villages ou amour dédaigné,,?,,,,,,,,,"perdu, Editions Costallat, ?",,,Texte de M. Fombeure,,,,,,
Songs/Mélodies,O Pater Noster,,?,,,,,,,,,Paribus,,,,,,,,,
Songs/Mélodies,O Salutaris,,?,,,,,,,,,Paribeus,,,,,,,,,
Songs/Mélodies,O Salutaris Hostia,,?,,,,,,,,,Paribus,,,,,,,,,
Songs/Mélodies,Pluie,,?,,,,,,,,,inédit (SACEM),,,Texte de Richard Del,,,,,,
Songs/Mélodies,Pour le libre des Amours: 3 Extraits du libre des Amours de Pierre de Ronsard,1- Voice le bois...; 2- Or' que le ciel…; 3- A un aubé pin...,,,,,,,Choir,,5:15,inédit,Manuscript @ JD,,,X,,Poems of Pierre de Ronsard; Most Likely written in 1947 or 1948 in Marblehead because Walter Scott's name is on the score .,,,
Songs/Mélodies,Prière de Mitsou,,?,,,,,,,,,Editions de Paris,,,Texte de M. Bataille,,,,,,
Songs/Mélodies,Prière pour dormir heureux,,?,,,,,,,,,"perdu, Editions Costallat, ?",,,Texte de M. Fombeure,,,,,,
Songs/Mélodies,"Robe blanche, pensées noires",,?,,,,,,,,,inédit (SACEM),,,Texte de M. Bataille,,,,,,
Songs/Mélodies,Royauté,,?,,,,,,,,,inédit (SACEM),,,Texte de Stuart Merril,,,,,,
Songs/Mélodies,Six Melodies,1- Souvenir; 2- Tristesse; 3- Quietude; 4- Serenade; 5- Nocturne; 6- Melancolie,,,,,,,"Voice, Piano",,,"perdu, Editions de Paris",,,Poésies de Fernande Decruck,,,,,,
Songs/Mélodies,Soir dans la pagode,,1946,,1946,1946,Score,,"Voice, Piano",,,"Editions Costallat, 1946",POP @ AD,,Texte de Raphaël Barquisseau,X,,,,,
Songs/Mélodies,Soldats de la Paix!,,1942,2/7,"February 7, 1942",1942-02-07,Score,Toulouse,"Voice, Piano",,,inédit (SACEM),Manuscript @ AD,René Azum-music and Georges Haquard Lyrics,,X,No,,,,
Songs/Mélodies,Suite pour chant Choral,1- Prélude; 2- Allegro moderato; 3- Andantino espressivo; 4- Moderato serioso,,,,,,,Choir,,7:15,inédit,Manuscript @ JD,,,X,,Poems of Arthur Rimbaud; Most Likely written in 1947 or 1948 in Marblehead because Walter Scott's name is on the score .,,,
Songs/Mélodies,Sur le grand lac,,1946,,1946,1946,Score,,"Voice, Piano",,,"Editions Costallat, 1946",POP @ AD,,Texte de Raphaël Barquisseau,X,,,,,
Songs/Mélodies,"Tous les deux, mon doux mari",,?,,,,,,,,,inédit (SACEM),,,Texte de M. Bataille,,,,,,
Songs/Mélodies,Tragique berceuse,,?,,,,,,,,,inédit (SACEM),,,Texte de Richard Del,,,,,,
Songs/Mélodies,"Viens petit Noël, prière enfantine",,1939,,1939,1939,Score,,"Voice, Piano",,,"Editions de Paris, 1939",POP @ AD,,Texte de Jean Bretière,X,,,,,
Vocal Music/Musique vocale,"Cantique à la Vierge pour chant, harpe, quintette à cordes et orgue",,?,,,,,,,,,perdu,,,,,,,,,
Vocal Music/Musique vocale,Cinq poèmes chrétienspour contralto et orchestre Réduction pour soprano et piano,"1- Jésus tombe pour la seconde fois (Paul Claudel), 2- Le Crucifix (Lamartine), 3- La Couronne effeuillée (Desbordes-Valmore), 4- Epiphanie (José-Maria de Heredia), 5- Cantique (Jean Racine)",1944,,1944,1944,Score,,"Voice, Piano",,,"Editions Durand, 1944",Printed Copies @ AD,,,X,"2, 3 et 5 dédiés à Hélène Bouvier, de l’Opéra; 1 A la mémoire de mon frère, Albert Breilh; 4 A la mémoire de mon père",,,,
Vocal Music/Musique vocale,"Les Illuminations (Symphonie Rimbaldienne)pour orchestre symphonique, chœur, soli et récitant","I- Prélude (Rimboud); II- Six lieder pour deux solistes, récitant et orchestre : 1- Aube, 2- J’ai tendu des cordes de clocher à clocher, 3- Des fleurs magiques bourdonnaient, 4- Au bois il y a un oiseau, 5- Je suis le saint, 6- Qu’on me loue enfin ce tombeau; III. Villes",1943,,1943,1943,,Paris,,,,Editions Costallat (II- Six lieder) 1e et 3e mouvements inédits,,,Rimbaud,,Dédié à Charles Panzera,,Concerts Lamoureux. Paris 1943. Hélène Bouvier & Charles Panzéra,,
Vocal Music/Musique vocale,Poèmes de l’anthologie grecquepour soprano et orchestre,"1- Des navettes (Philippe de Thessalonique, Iesiècle ap. J.-C.); 2- Timaréta (épigramme votive); 3- L’offrande; 4- Les flots et les vagues houleuses (3-4 : épigrammes votives d’Antipater de Thessalonique); 5- Thyrsis (épigramme funéraire de Myrinos); 6- Sauterelle (Méléagre, 140 av. J.-C.); 7- Héliodora (épigramme funéraire de Méléagre); 8- Sur la stèle d’Aleximénès (épigramme funéraire de Dioscoride, IIIe siècle av. J.-C.)",1944,,1944,1944,,,,,,inédit,,,,,,,,,
Vocal Music/Musique vocale,Poèmes rustiques(poème symphonique),,?,,,,,,,,,inédit (SACEM),,,,,,,,,
